Aircraft type Id,Short name,Manufacturer,Model name,ICAO code,IATA code,Handling category,Fuel type,Fuel process,Max fuel capacity in liter,MTOW kg,MTOW ton,Wing span in meter,Wing area in m2,Length in meter,Height in meter,Number of seats,Range in km,De-ice category,Noise chapter,Noise category,Hanger category,Ground power type,Remarks,Export values,Number of engines,MTOW in US Pounds
b891938b-6b86-4d51-9257-09cf245bc44f,GLF2,Gulfstream,G-1159 Gulfstream 2,GLF2,GRJ,B_JP7,Jet Fuel,Pressure,,30000,30,,,,,19,,B,,,,115V/AC - 220V/DC,ADP GA : 3,"JP Handling Category(Japan): 7, MLW(Hawaii): 58500, Noise cat EGSS(STANSTED): CH2",2,66139
8389fbab-e37a-4395-b46c-2b7b94a4848c,GLF3,Gulfstream,G-1159A Gulfstream 3,GLF3,GRJ,B_JP7,Jet Fuel,Pressure,,31000,31,,,,,19,,B,,,,115V/AC - 220V/DC,ADP GA : 3,"JP Handling Category(Japan): 7, MLW(Hawaii): 58500, Noise cat EGSS(STANSTED): CH4",2,68343
cb6d8b5f-ad06-4ab6-8fca-63477c544663,GLF5/SP,Gulfstream,Gulfstream GV,GLF5,GRJ,B_JP7,Jet Fuel,Pressure,0,42000,42,28.5,105.6,29.4,7.9,19,12045,C,,,,115V/AC - 220V/DC,US Air Force model ADP GA : 5,"CAT LIDER(Brazil): D2, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 270.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,92594
24667514-03ce-4c96-bbe3-2026b40f49b8,GLOBAL EXPRESS 6000 VISION,Bombardier,Global 6000,GLEX,,B_JP7,,,,44452,45,28.65,,30.3,,,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Noise cat EGSS(STANSTED): CH4",,98000
7d9f82d3-23ff-4df6-b454-c6c5a19559f4,GULFSTREAM G500,Gulfstream,Gulfstream G500 (G-7),GA5C,,B_JP7,,,,34859,35,,,,,19,,,,,,,,Noise cat EGSS(STANSTED): CH4,2,76851
7b0e9a4d-3bcd-4702-94e8-b653b6462d79,GULFSTREAM G600,Gulfstream,Gulfstream G600 G-7,GA6C,,B_JP7,,,,41549,42,28.96,,29.29,,,,,,,,,,Noise cat EGSS(STANSTED): CH14,,91600
0fe589a6-ea81-46c6-b3a5-c18317a99ae2,GULSTREAM G180,Gulfstream,G180,EINN,SNN,B03,Jet Fuel,,,12000,12,,,,,,,,,,,,,,,26455
bce21b35-6556-4115-8f2d-bab5f086310c,H1000,Raytheon,Hawker 1000,H25C,H25,B05,Jet Fuel,Pressure,,15000,15,15.7,34.8,16.4,5,8,,B,,,,115V/AC - 220V/DC,ADP GA : 3,,2,33069
cd25f434-efc9-4051-a104-062855966d24,H750,Hawker Beechcraft,Hawker 750,H25B,H25,B_JP7,Jet Fuel,Pressure,0,13000,13,15.65,0,15.6,5.51,8,4074,B,,,,115V/AC - 220V/DC,ADP GA : 3,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7",2,28660
3a08518f-db2c-43be-9acc-3754388aeadb,H800,British Aerospace,Hawker 800,H25B,,B_JP7,Jet Fuel,,,12727,13,,,,,8,,B,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7",2,28058
6fe63e7e-db08-4342-a588-8440d19bc73b,H800B,Raytheon,Hawker 800B,H25B,H25,B_JP7,Jet Fuel,Pressure,,13000,13,,,,,8,,B,,,,115V/AC - 220V/DC,ADP GA : 3,"Aruba MTOW(Aruba): 12727, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 23350",2,28660
7656dcb5-dabc-4029-9d78-ff929f3f1e86,H800XP,Raytheon,Hawker 800XP,H25B,H25,B_JP7,Jet Fuel,Pressure,0,13000,13,15.7,34.8,15.6,5,8,4780,B,,,,115V/AC - 220V/DC,ADP GA : 3,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7",2,28660
0681d475-e220-4e94-a1d7-de798130e242,H850/XP,Hawker Siddeley,Hawker 850,H25,,B04,Jet Fuel,,0,12701,13,16.5,0,15.6,5.5,8,4893,B,,,,,,Noise cat EGSS(STANSTED): CH3minus,,28001
89d64358-23c6-4d1b-b3f7-5517e20a677b,H900/XP,Hawker Beechcraft,Hawker 900,H25B,,B_JP7,Jet Fuel,Pressure,0,12727,13,16.56,0,15.6,5.51,8,5463,B,,,,28V/DC,,"Aruba MTOW(Aruba): 12727, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7",2,28058
d4cd5872-6cf6-4e14-83d2-4a5d7c22647c,HA-420,Honda,HA-420 HondaJet,HDJT,,B_JP8,,,,4172,5,,,,,4,,,,,,,,,,9198
c9933cdb-7866-4fc5-9bfe-e7c51f908064,HAWK,Hawker Siddeley,Hawk ,HAWK,,B01,Jet Fuel,Overwing,,7000,7,,,,,58,,A,,,,115V/AC - 220V/DC,,,1,15432
3a2caa5e-6ed2-4dfe-b4e6-037b093e97bb,Hawker 4000,Hawker Beechcraft,Hawker 4000,HA4T,,B_JP7,,,,17917,18,,,,,14,,B,,,,,,Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes,2,39500
2c451ef3-6c49-4249-8b78-47d9be192398,HF20,HFB,Hansa ,HF20,,B02,Jet Fuel,Overwing,,10000,10,,,,,7,,A,,,,115V/AC - 220V/DC,,,2,22046
a978ba5e-dbf7-41a0-9a9f-fd647133eab3,HH-65,Aerospatiale,HH-65 Dolphin,AS65,,H02,,,,4300,5,,,,,,,,,,,,,,,9480
b9e7a916-56e1-4cc6-ac46-74487471b215,HK-36,Diamond,H-36 Dimona,DIMO,,B00,Avgas,,,550,1,,,,,2,,A,,,,,,,,1213
ea5b86b0-257c-43ed-91f1-7441409d4efa,HS125-1,British Aerospace,HS-125-1,H25A,,B03,,,,10431,11,,,,,8,,,,,,,,,,22996
e554393c-fd43-4f6c-b54c-b2951ca98eb3,HS125-2,British Aerospace,HS-125-2,H25A,,B03,,,,10431,11,,,,,12,,,,,,,,,,22996
60f2c6af-1b28-4747-80ed-80d6b9611345,HS125-3,British Aerospace,HS-125-3,H25A,,B03,,,,10431,11,,,,,14,,,,,,,,,,22996
53797fc6-0424-4cef-81af-a3d27cc8dfba,HS125-400,Hawker Siddeley,HS-125-400,H25A,H25,B03,Jet Fuel,Pressure,,10569,11,14.3,32.8,14.4,5,12,,A,,,,115V/AC - 220V/DC,ADP GA : 3,,2,23301
a1524585-fbff-43a3-af1a-ee3cdece0c2d,HS125-600,Hawker Siddeley,HS-125-600,H25A,H25,B03,Jet Fuel,Pressure,,11340,12,14.3,32.8,15.4,5,12,,A,,,,115V/AC - 220V/DC,ADP GA : 3,Aruba MTOW(Aruba): 11591,2,25000
5abd7f01-5b49-42d5-a925-f2da4a356d34,HS125-700,Hawker Siddeley,HS-125-700,H25B,H25,B_JP7,Jet Fuel,Overwing,0,12727,13,14.33,32.8,15.46,5.36,8,4482,A,,,,115V/AC - 220V/DC,ADP GA : 3,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 24800",2,28058
27df1cbc-21a3-4515-8724-f9f0401bc188,HS-748,British Aerospace,HS-748,A748,,B07,Avgas,Overwing,,21000,21,,,,,58,,B,,,,115V/AC - 220V/DC,,,2,46297
1c0af3cc-6533-48d5-8dbf-cacf2a3919c5,Hunter,Hawker Siddeley,Hunter,HUNT,,B03,,,,11158,12,,,,,,,,,,,,,,,24599
f4d02a24-cf28-478b-af31-8abdc8f8226a,HWK4,Groen Brothers Aviation,Hawk 4,HW4P,,B00,Jet Fuel,Overwing,284,1588,2,1280,,732,411,3,585,A,,,,28V/DC,,,1,3501
32837a18-1171-47dd-8697-08f38463d405,IAI-1121,IAI,Jet Commander (1121),WW21,,B02,,,,7620,8,,,,,7,,,,,,,,,,16799
52be3699-6e1b-40a2-a688-942d7dd3df70,IL62,Ilyushin,IL-62,IL62,,C04,Jet Fuel,Pressure,0,167000,167,43.2,279.6,53.12,12.35,186,6700,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 112.55",4,368172
d6c1526b-309e-450a-a70e-14f164da020e,IL62M,Ilyushin,IL-62M,IL62,,C04,Jet Fuel,Pressure,,167000,167,43.2,279.6,53.12,12.35,174,7800,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 112.55",4,368172
56083b20-1db7-4611-8db4-c105f3e2ece3,IL62MK,Ilyushin,IL-62MK,IL62,,C04,Jet Fuel,Pressure,0,167000,167,43.2,279.6,53.12,12.35,195,7800,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 112.55",4,368172
2226a816-bed8-48c6-ad34-396493ed98db,IL76,Ilyushin,IL-76,IL76,,C_JP4,Jet Fuel,Pressure,,190000,190,50.5,,46.5,14.7,5,,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 117.40",4,418878
5bc6a02c-9081-4abc-8a30-73e5ab3c3710,IL96,Ilyushin,IL-96,IL96,,C05,Jet Fuel,Pressure,,240000,240,,,,,300,,E,,,,115V/AC - 220V/DC,ADP GA : 4,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 154.60",4,529109
8790437e-d30e-431b-bd53-0cdeac6d7e1b,J328,Fairchild Aerospace,328JET,J328,,T03,Jet Fuel,Pressure,,15660,16,,,,,30,,B,,,,115V/AC - 220V/DC,,,2,34524
e9fe0ecb-1a37-4c20-9ff8-9da306e7f2b1,Jetstream ATP 61,British Aerospace,ATP,ATP,,B08,Jet Fuel,Pressure,,22930,23,30.63,,,7.14,64,,,,,,115V/AC - 220V/DC,,,2,50552
b0de67d1-8f35-4e42-be1b-6749c2c1a780,JPRO,British Aircraft Company (BAC),Jet Provost T5,JPRO,PT5,B00,,,,4173,5,10.77,19.8,10.36,3.1,2,1450,,,,,,,,1,9200
a52b510d-9097-464c-b130-cd855bb73f56,JS31,British Aerospace,Jetstream 31,JS31,,T02,Jet Fuel,Pressure,,6950,7,,,,,19,,A,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 8,2,15322
b88983c3-e945-48e4-9e22-26eee4ba6823,JS32,British Aerospace,Jetstream 32,JS32,,T02,Jet Fuel,Pressure,,6969,7,,,,,19,,A,,,,115V/AC - 220V/DC,,,2,15364
2560eafb-b200-4149-9523-763102c8e75d,JS41,British Aerospace,Jetstream 41,JS41,,B03,Jet Fuel,Pressure,,10895,11,,,,,29,,B,,,,115V/AC - 220V/DC,,,2,24019
8bd7ee20-1104-4059-8dda-37811dbf4b5b,JU52,Junkers,Ju-52/3m,JU52,,B03,Avgas,Overwing,,11000,11,,,,,16,,C,,,,115V/AC - 220V/DC,,,3,24251
2b3efde4-e284-4365-9f86-0efa84281e6f,KAWASAKI P-1,Kawasaki Aerospace Company,P-1,P1,,C01,,,,80000,80,35.4,,38,12.1,13,8000,,,,,,,,4,176370
21f8c83a-f90b-4ac2-a7a1-8cc595922963,KC-130J,Lockheed,KC-130J Hercules,C30J,,C01,,,,79378,80,,,,,92,,,,,,,,,,174999
26a0bb50-c99f-405c-84d1-34d1f12e3ede,KC-135,Boeing,KC-135,K35R,,C04,,,,146000,146,,,,,,,,,,,,,,,321875
c152a770-07c1-46bc-9dba-39bee20f6b4e,KC-2,Kawasaki Aerospace Company,KC-2,KC-2,,C04,,,,141400,142,,,,,,,,,,,,,,2,311734
189ed6ae-67a7-4faf-befa-90f2c669fe0c,KC-390,Embraer,KC-390,E390,,C01,Jet Fuel,,,80999,81,,,,,,,,,,,,,,2,178572
111dd20c-d2da-47d6-959a-35131ea005ff,KODI,Quest Aircraft Company,Quest Kodiak 100,KODI,,B00,,,,3290,4,13.72,22.3,10.18,4.69,9,,,,,,,,,1,7253
3ae6cc6d-aafb-418e-8063-65aecd621bf3,L159,Lockheed,L-1011 TriStar,L101,L1011,C05,Jet Fuel,Pressure,,231330,232,50.09,329,50.05,16.87,400,,E,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 125.80",3,509995
42738ef8-4df3-4457-a797-89b9cc88adf4,L-159,Aero Vodochody,L-159,L159,,B02,,,,8000,8,,,,,1,,,,,,,,,,17637
7608dbd9-266a-4bab-8aa1-2c86104534b0,L188,Lockheed,L-188 Electra,L188,,C00,Jet Fuel,Overwing,,53000,53,,,,,104,,C,,,,115V/AC - 220V/DC,,MLW(Hawaii): 98500,4,116845
0c7ca691-0d04-4131-a594-cdddbbea3a38,L29A,Lockheed,L-1329 Jetstar 8,L29A,,B06,Jet Fuel,Pressure,,17678,18,,,,,10,,B,,,,115V/AC - 220V/DC,,,2,38973
3691893b-3dc8-404c-a462-281e1670c86d,L29B,Lockheed,L-1329 Jetstar 731,L29B,,B07,Jet Fuel,Pressure,,19844,20,,,,,10,,B,,,,115V/AC - 220V/DC,,,4,43749
aa63250c-c5bb-44f1-a4e9-31e5a9f89a3d,L39,Aero Vodochody,Albatros ,L39,,B00,Jet Fuel,Overwing,,5000,5,,,,,2,,A,,,,115V/AC - 220V/DC,,,1,11023
1d44a59b-84fd-4f8f-bba1-515393736472,L410,LET,L-410 Turbolet,L410,,B01,Jet Fuel,Pressure,,6600,7,,,,,19,,A,,,,115V/AC - 220V/DC,,,,14551
1fc323ed-b4c2-43d0-8a3a-cf00a8700053,L420,LET,L-420 Turbolet,L410,,B01,Jet Fuel,Pressure,,6600,7,,,,,19,,A,,,,115V/AC - 220V/DC,,,,14551
f64443e2-3aaa-4a27-bfc5-b419ecfb4436,L-610,LET,L-610,L610,,B05,,,,14498,15,,,,,40,,,,,,,,,,31963
c8405b12-9c12-4f98-9552-d7470b91dd8d,LA-250,Lake Aircraft,LA-250 Renegade,LA25,,P02,,,,1383,2,11.6,15.8,8.6,3.1,6,1668,,,,,,,,1,3049
be5af04e-4fe7-4c24-b5d6-ee2509d81884,LA3TO BE DELETED,ZZZZ | N/A,Light Aircraft 3T,LA3,,B00,Jet Fuel,Overwing,,3000,3,,,,,,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,,6614
eb6f77c5-08f9-413c-9b5c-d000309fd8b6,LA5TO BE DELETED,ZZZZ | N/A,Light Aircraft 5T-6T,LA5,,B01,Jet Fuel,Overwing,,6000,6,,,,,,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,,13228
f5594a1b-3a32-47ca-a3f5-a5c480922734,LJ23,Bombardier,Learjet 23,LJ23,,B01,,,,5669,6,,,,,6,,,,,,,,,,12498
13ab6b36-9398-4f6d-a777-77628eee2cbf,LJ24,Gates,Learjet 24,LJ24,LRJ,B01,Jet Fuel,Pressure,,6123,7,10.8,21.5,13.2,4,6,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13499
984aa3ef-529c-42f2-9268-a7319ca4e8b6,LJ25,Gates,Learjet 25,LJ25,LRJ,B01,Jet Fuel,Pressure,,6804,7,10.8,21.5,14.5,4,8,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,15000
a6e4f9c6-927d-426b-8d41-c82fd365510f,LJ28,Bombardier,Learjet 28,LJ28,,B01,,,,6803,7,,,,,8,,,,,,,,,,14998
0e6b8e61-8327-44ec-bf29-0dff4e1ccd33,LJ29,Bombardier,Learjet 29,LJ29,,B01,,,,6803,7,,,,,6,,,,,,,,,,14998
3be78f53-d3fd-4fa0-a004-18208632c1cc,LJ31,Gates,Learjet 31A,LJ31,LRJ,B02,Jet Fuel,Pressure,0,7030,8,13.4,24.6,14.8,3.73,8,3021,A,,,,115V/AC - 220V/DC,,,2,15498
32ef3e3a-c000-4e8d-bb52-62d997840a26,LJ31ER,Gates,Learjet 31ER,LJ31,LRJ,B02,Jet Fuel,Pressure,,8000,8,13.4,24.6,14.8,4,8,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,17637
5f6bc6bd-62b6-47e6-aa22-feaab054ca5f,LJ35,Gates,Learjet 35,LJ35,LRJ,B_JP8,Jet Fuel,Pressure,3524,8300,9,12.4,23.5,14.8,3.7,8,5015,A,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): C, JP Handling Category(Japan): 8, MLW(Hawaii): 15300, Noise cat EGSS(STANSTED): CH4",2,18298
e400bc92-25da-4e41-83a1-023bcffbb6eb,LJ35A,Bombardier,Learjet 35A,LJ35,LRJ,B_JP8,Jet Fuel,Pressure,,8300,9,,,,,7,,A,,,,115V/AC - 220V/DC,US Air Force Model,"JP Handling Category(Japan): 8, Noise cat EGSS(STANSTED): CH4",,18298
05a32701-8898-4630-9482-017c65b22211,LJ36,Gates,Learjet 36,LJ35,,B_JP8,Jet Fuel,Pressure,,8318,9,12,23.5,14,4,5,,A,,,,115V/AC - 220V/DC,"Like LJ35, but 2 seats less for longer range /ADP GA : 5","JP Handling Category(Japan): 8, MLW(Hawaii): 15300",2,18338
7a895def-5824-4347-9215-9573dec8e81c,LJ40,Gates,Learjet 40,LJ40,LRJ,B_JP8,Jet Fuel,Pressure,,9545,10,14.6,29,16.9,4.3,7,,A,,,,115V/AC - 220V/DC,ADP GA : 5,SIRIO SPA Discount(Italy): LJ40,2,21043
e6ca8c14-64a4-4975-8fa9-00ac3a2a9b59,LJ40XR,Bombardier,Learjet 40XR,LJ40,LRJ,B02,Jet Fuel,Pressure,0,10000,10,14.6,29,16.9,4.3,7,,A,,,,115V/AC - 220V/DC,ADP GA : 5,SIRIO SPA Discount(Italy): LJ40,2,22046
4fb72c09-8e59-4d47-af8e-a1d83e31b84e,LJ45,Bombardier,Learjet 45,LJ45,LRJ,B_JP8,Jet Fuel,Pressure,,9163,10,14.6,29,17.6,4.3,10,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, MLW(Hawaii): 17500, Noise cat EGSS(STANSTED): CH4",2,20201
a785a4b6-3962-4056-8e27-e4861b577a88,LJ45XR,Bombardier,Learjet 45XR,LJ45,LRJ,B_JP8,Jet Fuel,Pressure,,10000,10,14.6,29,17.6,4.3,9,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 8, Noise cat EGSS(STANSTED): CH4",2,22046
ff30e6c5-504c-4509-bf58-8111ac72168b,LJ55,Bombardier,Learjet 55,LJ55,LRJ,B02,Jet Fuel,Pressure,,9752,10,13.3,24.6,16.8,4,8,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 8, MLW(Hawaii): 18000, Noise cat EGSS(STANSTED): CH3minus",2,21499
eba31b22-e8cf-4c4d-891f-42b0248b22e8,LJ60,Bombardier,Learjet 60,LJ60,LRJ,B_JP7,Jet Fuel,Pressure,,10500,11,13.34,24.6,17.88,4,6,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): C, JP Handling Category(Japan): 7, MLW(Hawaii): 19500, Noise cat EGSS(STANSTED): CH14",2,23149
2a7a8d34-5331-467c-9bbc-b8c415f701f0,LJ60XR,Bombardier,Learjet 60XR,LJ60,LRJ,B_JP7,Jet Fuel,Pressure,,11000,11,13.4,24.6,17.9,4.4,9,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,24251
93c58102-628c-43f6-946f-c69d9542be35,LJ75,Bombardier,Learjet 75,LJ75,,B02,,,,9752,10,,,,,,,,,,,,,,,21499
97648e5b-8a03-4279-8e51-9f7c5cbe064b,LONG-EZ,Rutan,61 Long-EZ,LGEZ,,P01,,,,601,1,,,,,2,,,,,,,,,,1325
bdb4545b-8265-4452-a970-9e5be8fa0935,LYNX,Westland,SH-14 Lynx,LYNX,,H02,Jet Fuel,Pressure,,5330,6,,,,,9,,A,,,,115V/AC - 220V/DC,,,2,11751
1363e694-00e0-4f9b-be44-b96f49233fe3,M20P,Mooney,M-20B Mark 21,M20P,,B00,Jet Fuel,Overwing,,2000,2,,,,,3,,A,,,,115V/AC - 220V/DC,,,1,4409
ac94077d-74be-4666-9eed-72366fc0b7fd,MAULE MX7-180,Cessna,MAULE MX7-180,EINN,,B00,,,,2000,2,,,,,,,,,,,,,,,4409
04b2bba5-2fb3-401d-ac40-ab013cfcc2cd,MD11,McDonnell Douglas,MD-11,MD11,M11,C05,Jet Fuel,Pressure,,282000,282,,,,,285,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 2, MLW(Hawaii): 430000, Singapore WSSS PF(Singapore): 154.60",3,621703
925b2943-3e5a-43fe-976b-28cc37b061f8,MD11C,McDonnell Douglas,MD-11C,MD11,M1M,C05,Jet Fuel,Pressure,,282000,282,,,,,410,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 154.60",3,621703
eebbd6e5-2bae-4533-b8a5-3e1a76733442,MD11F,McDonnell Douglas,MD-11F,MD11,M1F,C05,Jet Fuel,Pressure,,282000,282,,,,,410,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 154.60",3,621703
2a400e95-b625-41f2-a728-67f3e0524db8,MD500,McDonnell Douglas,MD-500 Defender,H500,,H01,,,240,3000,3,,,7.01,2.59,3,485,A,,,,,,,1,6614
dc7713da-5a3f-46da-acee-68fe81f70f61,MD520,MD Helicopters,MD-520N,MD52,,B00,Avgas,Overwing,,2000,2,,,,,4,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,1,4409
bf84f54a-312b-4577-9102-26a512cf738c,MD-600N,McDonnell Douglas,MD-600N,MD60,,B00,,,,1859,2,,,,,8,,,,,,,,,,4098
501c8245-3cbc-4d15-b473-269e9a529072,MD81,McDonnell Douglas,MD-81,MD81,M81,C01,Jet Fuel,Pressure,,63000,63,,,,,172,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 5,2,138891
367e73a2-c740-46bc-a0f6-7766533906da,MD82,McDonnell Douglas,MD-82,MD82,M82,C01,Jet Fuel,Pressure,,68000,68,,,,,142,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 5,2,149914
22159a90-df84-465a-8594-f8ba9f0c7e56,MD83,McDonnell Douglas,MD-83,MD83,M83,C01,Jet Fuel,Pressure,0,73000,73,,,,,150,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 5,2,160937
356da4d4-bec3-4ef8-a399-bf61642aa1ed,MD87,McDonnell Douglas,MD-87,MD87,M87,C_JP5,Jet Fuel,Pressure,,64000,64,,,,,120,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 5",2,141096
7d66347f-7c4e-4e5b-ad2c-0d6532ffd76f,MD88,McDonnell Douglas,MD-88,MD88,M88,C01,Jet Fuel,Pressure,,68000,68,,,,,149,,C,,,,115V/AC - 220V/DC,ADP GA : 5,JP Handling Category(Japan): 5,2,149914
0cb3f330-1fdd-42b7-b883-8ce52e3eac61,MD90,McDonnell Douglas,MD-90,MD90,,C01,Jet Fuel,Overwing,,71000,71,,,,,153,,C,,,,115V/AC - 220V/DC,ADP GA : 5,"MLW(Hawaii): 142000, Singapore WSSS PF(Singapore): 98.00",2,156528
0ec16e5f-4b42-4397-a961-234e97ae76a2,MD900,MD Helicopters,MD-900 Explorer,EXPL,,H01,Jet Fuel,Overwing,,3057,4,,,10.31,3.66,6,,A,,,,115V/AC - 220V/DC,,,2,6740
7a238e34-6acf-4801-9722-04b382fc89c0,MD-900,McDonnell Douglas,MD-900 Explorer,EXPL,,H01,,,,2835,3,,,,,7,,,,,,,,,,6250
e3426f03-b721-4e1a-8611-05b311c1406c,MD902,McDonnell Douglas,MD-902 Explorer,EXPL,,H01,Jet Fuel,Pressure,611,3575,4,,,,,7,,A,,,,115V/AC - 220V/DC,,,,7882
a1d32b82-934a-4646-8899-17995acc6d25,Mi-26,MIL,Mi-26,MI26,MIH,C00,Jet Fuel,Overwing,,56000,56,,,,,4,,,,,,,,,,123459
50bc9aec-ed12-442e-8539-5c7544c7f0ec,MI-8,MIL,MI-8,MI8,MIH,H02,Jet Fuel,Overwing,,12000,12,,,,,32,,B,,,,115V/AC - 220V/DC,ADP GA : 4,,2,26455
fd08fdad-d7bc-40f3-8994-9574f455bc9f,MINI-MIG,ZZZZ,AVIATIKA MAI-89,EINN,,B00,,,,400,1,,,,,,,,,,,,,,,882
eded489c-84f1-423d-a90a-f767eedcdef0,MO20,Mooney,M-20,M20P,,B00,Avgas,Overwing,,2000,2,,,,,3,,A,,,,115V/AC - 220V/DC,,,,4409
bed0beaa-8b73-4bc2-a5b1-c9486811085a,MOONEY 201,Mooney,201,M20P,,B00,,,,2575,3,,,,,3,,,,,,,,MLW(Hawaii): 2575,,5677
9b9542bb-8fb5-4651-8650-0f455a0c6833,MS894,Morane-Saulnier,MS-894 Minerva,RALL,,B00,Jet Fuel,Overwing,,1100,2,9.74,,,,4,,A,,,,115V/AC - 220V/DC,,,1,2425
95501b1b-9328-42fd-92eb-ce2d4ac10c75,MU-2,Mitsubishi,MU-2 Marquise,MU2,,T02,Jet Fuel,Pressure,,5250,6,,,,,7,,A,,,,115V/AC - 220V/DC,,,2,11574
8a550f25-fc84-464b-bbe0-87b4216edd1e,MU-2B,Mitsubishi,MU-2 Solitaire,MU2,,T01,Jet Fuel,Pressure,,5250,6,,,,,12,,A,,,,115V/AC - 220V/DC,,,2,11574
97d49f42-7a8c-4f54-a597-3faa31509747,MU30,Mitsubishi,MU-300 Diamond,MU30,,B02,Jet Fuel,Pressure,0,7361,8,,0,,,7,,A,,,,115V/AC - 220V/DC,,,2,16228
ba5fa083-15de-44bc-9755-89f54692ff7c,MUSTANG P51,North American Aviation,P51,EINN,,B00,,,,500,1,,,,,,,,,,,,,,,1102
87ee8c6e-5e50-4cb8-9de4-d5d014f75670,MV-22,Bell-Boeing,Osprey,V22,,B10,,,,27400,28,,,,,,,,,,,,,,,60407
3aad6f61-8a5d-41ed-b64e-73475d8c1e6c,NA,ZZZZ | N/A,NA,NA,NA,B00,,,,1,1,,,,,,,,,,,,,,,2
f35149a7-0cb7-4864-854a-a445ffa937f6,NH90,NHIndustries,NH-90,NH90,,B03,,,,10600,11,,,,,20,,B,,,,,,,2,23369
